set_key	rate_type	is_retention	property	tier	product	product_fee	initial_term	full_term	rate	max_ltv	revert_index	revert_margin	min_loan	max_loan	max_rolled_months	max_defer_int	min_icr	is_tracker	max_top_slicing	admin_fee	erc_1	erc_2	erc_3	erc_4	erc_5	status	floor_rate	proc_fee
RATES_SPEC_RETENTION_65	Specialist	Yes	Commercial	2	3yr Fix	3.50%	36	120	7.99%	65%	MVR	1.5	£150,000	£2,000,000	6	1.25	125%	No	20	250	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_65	Specialist	Yes	Commercial	2	3yr Fix	1.50%	36	120	8.69%	65%	MVR	1.5	£150,000	£2,000,000	6	1.25	125%	No	20	250	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_65	Specialist	Yes	Semi-Commercial	1	3yr Fix	5.50%	36	120	6.69%	65%	MVR	0.3	£150,000	£2,000,000	6	1.25	125%	No	20	250	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_65	Specialist	Yes	Semi-Commercial	1	3yr Fix	3.50%	36	120	7.39%	65%	MVR	0.3	£150,000	£2,000,000	6	1.25	125%	No	20	250	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_65	Specialist	Yes	Commercial	1	3yr Fix	1.50%	36	120	8.19%	65%	MVR	0.3	£150,000	£2,000,000	6	1.25	125%	No	20	250	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_65	Specialist	Yes	Commercial	1	3yr Fix	3.50%	36	120	7.49%	65%	MVR	0.3	£150,000	£2,000,000	6	1.25	125%	No	20	250	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_65	Specialist	Yes	Commercial	1	3yr Fix	5.50%	36	120	6.79%	65%	MVR	0.3	£150,000	£2,000,000	6	1.25	125%	No	20	250	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_65	Specialist	Yes	Residential	3	3yr Fix	1.50%	36	120	7.39%	65%	MVR	1	£150,000	£3,000,000	9	1.25	125%	No	20	199	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_65	Specialist	Yes	Residential	3	3yr Fix	2.50%	36	120	7.09%	65%	MVR	1	£150,000	£3,000,000	9	1.25	125%	No	20	199	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_65	Specialist	Yes	Residential	3	3yr Fix	3.50%	36	120	6.79%	65%	MVR	1	£150,000	£3,000,000	9	1.25	125%	No	20	199	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_65	Specialist	Yes	Residential	2	3yr Fix	1.50%	36	120	6.89%	65%	MVR	0.4	£150,000	£3,000,000	9	1.25	125%	No	20	199	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_65	Specialist	Yes	Residential	2	3yr Fix	2.50%	36	120	6.59%	65%	MVR	0.4	£150,000	£3,000,000	9	1.25	125%	No	20	199	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_65	Specialist	Yes	Residential	2	3yr Fix	3.50%	36	120	6.29%	65%	MVR	0.4	£150,000	£3,000,000	9	1.25	125%	No	20	199	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_65	Specialist	Yes	Residential	2	3yr Fix	5.50%	36	120	5.99%	65%	MVR	0.4	£150,000	£3,000,000	9	1.25	125%	No	20	199	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_65	Specialist	Yes	Semi-Commercial	1	3yr Fix	1.50%	36	120	8.09%	65%	MVR	0.3	£150,000	£2,000,000	6	1.25	125%	No	20	250	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_65	Specialist	Yes	Semi-Commercial	2	3yr Fix	5.50%	36	120	7.09%	65%	MVR	1.5	£150,000	£2,000,000	6	1.25	125%	No	20	250	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_65	Specialist	Yes	Semi-Commercial	2	3yr Fix	3.50%	36	120	7.79%	65%	MVR	1.5	£150,000	£2,000,000	6	1.25	125%	No	20	250	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_65	Specialist	Yes	Semi-Commercial	2	3yr Fix	1.50%	36	120	8.49%	65%	MVR	1.5	£150,000	£2,000,000	6	1.25	125%	No	20	250	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_65	Specialist	Yes	Residential	1	3yr Fix	1.50%	36	120	6.59%	65%	MVR		£150,000	£3,000,000	9	1.25	125%	No	20	199	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_65	Specialist	Yes	Residential	1	3yr Fix	2.50%	36	120	6.29%	65%	MVR		£150,000	£3,000,000	9	1.25	125%	No	20	199	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_65	Specialist	Yes	Residential	1	3yr Fix	3.50%	36	120	5.99%	65%	MVR		£150,000	£3,000,000	9	1.25	125%	No	20	199	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_65	Specialist	Yes	Residential	1	3yr Fix	5.50%	36	120	5.69%	65%	MVR		£150,000	£3,000,000	9	1.25	125%	No	20	199	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Residential	1	2yr Tracker	2.50%	24	120	1.89%	75%	MVR		£150,000	£3,000,000	9	2	130%	Yes	20	199	3	2.5				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Semi-Commercial	2	2yr Fix	5.50%	24	120	6.59%	70%	MVR	1.5	£150,000	£2,000,000	6	1.25	125%	No	20	250	4	3				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Semi-Commercial	1	2yr Tracker	1.50%	24	120	4.99%	70%	MVR	0.3	£150,000	£2,000,000	6	1.5	130%	Yes	20	250	3	2.5				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Semi-Commercial	1	2yr Tracker	3.50%	24	120	4.04%	70%	MVR	0.3	£150,000	£2,000,000	6	1.5	130%	Yes	20	250	3	2.5				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Semi-Commercial	1	2yr Tracker	5.50%	24	120	3.04%	70%	MVR	0.3	£150,000	£2,000,000	6	1.5	130%	Yes	20	250	3	2.5				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Semi-Commercial	1	2yr Fix	1.50%	24	120	8.19%	70%	MVR	0.3	£150,000	£2,000,000	6	1.25	125%	No	20	250	4	3				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Semi-Commercial	1	2yr Fix	3.50%	24	120	7.09%	70%	MVR	0.3	£150,000	£2,000,000	6	1.25	125%	No	20	250	4	3				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Semi-Commercial	1	2yr Fix	5.50%	24	120	6.19%	70%	MVR	0.3	£150,000	£2,000,000	6	1.25	125%	No	20	250	4	3				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Commercial	2	2yr Tracker	1.50%	24	120	5.29%	70%	MVR	1.5	£150,000	£2,000,000	6	1.5	130%	Yes	20	250	3	2.5				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Commercial	2	2yr Tracker	3.50%	24	120	4.34%	70%	MVR	1.5	£150,000	£2,000,000	6	1.5	130%	Yes	20	250	3	2.5				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Commercial	2	2yr Tracker	5.50%	24	120	3.34%	70%	MVR	1.5	£150,000	£2,000,000	6	1.5	130%	Yes	20	250	3	2.5				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Residential	1	2yr Tracker	1.50%	24	120	2.19%	75%	MVR		£150,000	£3,000,000	9	2	130%	Yes	20	199	3	2.5				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Residential	2	2yr Fix	5.50%	24	120	5.69%	75%	MVR	0.4	£150,000	£3,000,000	9	1.25	125%	No	20	199	4	3				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Residential	2	2yr Fix	3.50%	24	120	5.99%	75%	MVR	0.4	£150,000	£3,000,000	9	1.25	125%	No	20	199	4	3				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Residential	2	2yr Fix	2.50%	24	120	6.29%	75%	MVR	0.4	£150,000	£3,000,000	9	1.25	125%	No	20	199	4	3				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Residential	2	2yr Fix	1.50%	24	120	6.59%	75%	MVR	0.4	£150,000	£3,000,000	9	1.25	125%	No	20	199	4	3				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Commercial	2	2yr Fix	1.50%	24	120	8.79%	70%	MVR	1.5	£150,000	£2,000,000	6	1.25	125%	No	20	250	4	3				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Commercial	2	2yr Fix	3.50%	24	120	7.69%	70%	MVR	1.5	£150,000	£2,000,000	6	1.25	125%	No	20	250	4	3				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Residential	2	2yr Tracker	5.50%	24	120	1.59%	75%	MVR	0.4	£150,000	£3,000,000	9	2	130%	Yes	20	199	3	2.5				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Residential	2	2yr Tracker	3.50%	24	120	1.89%	75%	MVR	0.4	£150,000	£3,000,000	9	2	130%	Yes	20	199	3	2.5				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Semi-Commercial	2	2yr Fix	3.50%	24	120	7.49%	70%	MVR	1.5	£150,000	£2,000,000	6	1.25	125%	No	20	250	4	3				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Residential	2	3yr Fix	2.50%	36	120	6.69%	75%	MVR	0.4	£150,000	£3,000,000	9	1.25	125%	No	20	199	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Residential	2	3yr Fix	3.50%	36	120	6.39%	75%	MVR	0.4	£150,000	£3,000,000	9	1.25	125%	No	20	199	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Residential	2	3yr Fix	5.50%	36	120	6.09%	75%	MVR	0.4	£150,000	£3,000,000	9	1.25	125%	No	20	199	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Residential	3	3yr Fix	5.50%	36	120	6.59%	75%	MVR	1	£150,000	£3,000,000	9	1.25	125%	No	20	199	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Residential	3	3yr Fix	3.50%	36	120	6.89%	75%	MVR	1	£150,000	£3,000,000	9	1.25	125%	No	20	199	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Residential	3	3yr Fix	2.50%	36	120	7.19%	75%	MVR	1	£150,000	£3,000,000	9	1.25	125%	No	20	199	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Residential	3	3yr Fix	1.50%	36	120	7.49%	75%	MVR	1	£150,000	£3,000,000	9	1.25	125%	No	20	199	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Commercial	2	3yr Fix	5.50%	36	120	7.29%	70%	MVR	1.5	£150,000	£2,000,000	6	1.25	125%	No	20	250	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Commercial	2	3yr Fix	3.50%	36	120	7.99%	70%	MVR	1.5	£150,000	£2,000,000	6	1.25	125%	No	20	250	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Commercial	2	3yr Fix	1.50%	36	120	8.69%	70%	MVR	1.5	£150,000	£2,000,000	6	1.25	125%	No	20	250	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Semi-Commercial	1	3yr Fix	5.50%	36	120	6.69%	70%	MVR	0.3	£150,000	£2,000,000	6	1.25	125%	No	20	250	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Semi-Commercial	2	2yr Fix	1.50%	24	120	8.59%	70%	MVR	1.5	£150,000	£2,000,000	6	1.25	125%	No	20	250	4	3				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Semi-Commercial	1	3yr Fix	3.50%	36	120	7.39%	70%	MVR	0.3	£150,000	£2,000,000	6	1.25	125%	No	20	250	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Semi-Commercial	1	3yr Fix	1.50%	36	120	8.09%	70%	MVR	0.3	£150,000	£2,000,000	6	1.25	125%	No	20	250	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Residential	1	3yr Fix	1.50%	36	120	6.69%	75%	MVR		£150,000	£3,000,000	9	1.25	125%	No	20	199	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Residential	1	3yr Fix	2.50%	36	120	6.39%	75%	MVR		£150,000	£3,000,000	9	1.25	125%	No	20	199	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Residential	1	3yr Fix	3.50%	36	120	6.09%	75%	MVR		£150,000	£3,000,000	9	1.25	125%	No	20	199	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Residential	1	3yr Fix	5.50%	36	120	5.79%	75%	MVR		£150,000	£3,000,000	9	1.25	125%	No	20	199	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Commercial	1	3yr Fix	5.50%	36	120	6.79%	70%	MVR	0.3	£150,000	£2,000,000	6	1.25	125%	No	20	250	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Commercial	1	3yr Fix	3.50%	36	120	7.49%	70%	MVR	0.3	£150,000	£2,000,000	6	1.25	125%	No	20	250	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Commercial	1	3yr Fix	1.50%	36	120	8.19%	70%	MVR	0.3	£150,000	£2,000,000	6	1.25	125%	No	20	250	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Semi-Commercial	2	3yr Fix	1.50%	36	120	8.49%	70%	MVR	1.5	£150,000	£2,000,000	6	1.25	125%	No	20	250	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Semi-Commercial	2	3yr Fix	3.50%	36	120	7.79%	70%	MVR	1.5	£150,000	£2,000,000	6	1.25	125%	No	20	250	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Semi-Commercial	2	3yr Fix	5.50%	36	120	7.09%	70%	MVR	1.5	£150,000	£2,000,000	6	1.25	125%	No	20	250	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Residential	2	3yr Fix	1.50%	36	120	6.99%	75%	MVR	0.4	£150,000	£3,000,000	9	1.25	125%	No	20	199	4	3	2			Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Semi-Commercial	2	2yr Tracker	5.50%	24	120	3.34%	70%	MVR	1.5	£150,000	£2,000,000	6	1.5	130%	Yes	20	250	3	2.5				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Semi-Commercial	2	2yr Tracker	3.50%	24	120	4.34%	70%	MVR	1.5	£150,000	£2,000,000	6	1.5	130%	Yes	20	250	3	2.5				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Semi-Commercial	2	2yr Tracker	1.50%	24	120	5.29%	70%	MVR	1.5	£150,000	£2,000,000	6	1.5	130%	Yes	20	250	3	2.5				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Residential	1	2yr Fix	5.50%	24	120	5.39%	75%	MVR		£150,000	£3,000,000	9	1.25	125%	No	20	199	4	3				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Residential	1	2yr Fix	3.50%	24	120	5.69%	75%	MVR		£150,000	£3,000,000	9	1.25	125%	No	20	199	4	3				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Residential	1	2yr Fix	2.50%	24	120	5.99%	75%	MVR		£150,000	£3,000,000	9	1.25	125%	No	20	199	4	3				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Commercial	2	2yr Fix	5.50%	24	120	6.79%	70%	MVR	1.5	£150,000	£2,000,000	6	1.25	125%	No	20	250	4	3				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Commercial	1	2yr Tracker	1.50%	24	120	4.99%	70%	MVR	0.3	£150,000	£2,000,000	6	1.5	130%	Yes	20	250	3	2.5				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Commercial	1	2yr Tracker	3.50%	24	120	4.04%	70%	MVR	0.3	£150,000	£2,000,000	6	1.5	130%	Yes	20	250	3	2.5				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Commercial	1	2yr Tracker	5.50%	24	120	3.04%	70%	MVR	0.3	£150,000	£2,000,000	6	1.5	130%	Yes	20	250	3	2.5				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Commercial	1	2yr Fix	1.50%	24	120	8.29%	70%	MVR	0.3	£150,000	£2,000,000	6	1.25	125%	No	20	250	4	3				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Commercial	1	2yr Fix	3.50%	24	120	7.19%	70%	MVR	0.3	£150,000	£2,000,000	6	1.25	125%	No	20	250	4	3				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Commercial	1	2yr Fix	5.50%	24	120	6.29%	70%	MVR	0.3	£150,000	£2,000,000	6	1.25	125%	No	20	250	4	3				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Residential	3	2yr Tracker	1.50%	24	120	2.89%	75%	MVR	1	£150,000	£3,000,000	9	2	130%	Yes	20	199	3	2.5				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Residential	3	2yr Tracker	2.50%	24	120	2.59%	75%	MVR	1	£150,000	£3,000,000	9	2	130%	Yes	20	199	3	2.5				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Residential	3	2yr Tracker	3.50%	24	120	2.29%	75%	MVR	1	£150,000	£3,000,000	9	2	130%	Yes	20	199	3	2.5				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Residential	3	2yr Tracker	5.50%	24	120	1.99%	75%	MVR	1	£150,000	£3,000,000	9	2	130%	Yes	20	199	3	2.5				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Residential	1	2yr Fix	1.50%	24	120	6.29%	75%	MVR		£150,000	£3,000,000	9	1.25	125%	No	20	199	4	3				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Residential	1	2yr Tracker	5.50%	24	120	1.29%	75%	MVR		£150,000	£3,000,000	9	2	130%	Yes	20	199	3	2.5				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Residential	1	2yr Tracker	3.50%	24	120	1.59%	75%	MVR		£150,000	£3,000,000	9	2	130%	Yes	20	199	3	2.5				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Residential	3	2yr Fix	1.50%	24	120	7.09%	75%	MVR	1	£150,000	£3,000,000	9	1.25	125%	No	20	199	4	3				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Residential	3	2yr Fix	2.50%	24	120	6.79%	75%	MVR	1	£150,000	£3,000,000	9	1.25	125%	No	20	199	4	3				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Residential	3	2yr Fix	3.50%	24	120	6.49%	75%	MVR	1	£150,000	£3,000,000	9	1.25	125%	No	20	199	4	3				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Residential	2	2yr Tracker	2.50%	24	120	2.19%	75%	MVR	0.4	£150,000	£3,000,000	9	2	130%	Yes	20	199	3	2.5				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Residential	2	2yr Tracker	1.50%	24	120	2.49%	75%	MVR	0.4	£150,000	£3,000,000	9	2	130%	Yes	20	199	3	2.5				Active		0.50%
RATES_SPEC_RETENTION_75	Specialist	Yes	Residential	3	2yr Fix	5.50%	24	120	6.19%	75%	MVR	1	£150,000	£3,000,000	9	1.25	125%	No	20	199	4	3				Active		0.50%
